web_scraper_order,web_scraper_start_url,name,price,location,img_url
"1765136595-1","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Pigeon fauve","10 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-fauve-1246480"
"1765136595-2","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Pigeon à queue de paon indien","20 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-a-queue-de-paon-indien-1242200"
"1765136595-3","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Pigeons","60 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-1209192"
"1765136595-4","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Jeune femelle  lavande","20 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/jeune-femelle-lavande-1204935"
"1765136595-5","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poussin - 1 jour","Prix sur demande","Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-1-jour-1159518"
"1765136595-6","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lawar","30 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lawar-1148681"
"1765136595-7","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Maton","25 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/maton-1148605"
"1765136595-8","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poulets Guinars tiirr","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-guinars-tiirr-1146827"
"1765136595-9","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Pigeons","Prix sur demande","Fatick, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-1137405"
"1765136595-10","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Bleu hollandais","25 000CFA","Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/bleu-hollandais-1115010"
"1765136595-11","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Couple pigeons cravatés français","50 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeons-cravates-francais-1112720"
"1765136595-12","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Pigeon links","Prix sur demande","Diourbel, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-links-1091921"
"1765136595-13","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapin géant des Flandres","35 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-geant-des-flandres-1072763"
"1765136595-14","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Perroquet","75 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perroquet-1040990"
"1765136595-15","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapin géant","45 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-geant-1023073"
"1765136595-16","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapin angora californien","15 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-californien-1014679"
"1765136595-17","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Pigeon voyageur","20 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-1006424"
"1765136595-18","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Pigeon voyageur","25 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-1006413"
"1765136595-19","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Pigeon voyageur","20 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-1006407"
"1765136595-20","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Bleus d'hollande","15 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/bleus-dhollande-1006380"
"1765136595-21","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Brahmane poules","35 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahmane-poules-1006369"
"1765136595-22","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapins angora californien","11 000CFA","Médina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-angora-californien-993655"
"1765136595-23","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poules","7 000CFA","Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-977534"
"1765136595-24","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Paons Pigeons","30 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paons-pigeons-968953"
"1765136595-25","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poulet - Pigeon  - Lapin","Prix sur demande","Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-pigeon-lapin-944363"
"1765136595-26","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Bouldolande","7 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/bouldolande-944280"
"1765136595-27","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poussins Bantam","8 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-bantam-912493"
"1765136595-28","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poulet de chair","Prix sur demande","Pikine, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-908730"
"1765136595-29","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Femelle Cochin bleu","30 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-cochin-bleu-899496"
"1765136595-30","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Barahmane","15 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/barahmane-899487"
"1765136595-31","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poussins bantam","15 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-bantam-899477"
"1765136595-32","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Coq","30 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-899472"
"1765136595-33","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poulet de chair","2 500CFA","Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-886584"
"1765136595-34","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Coqs et poussins","800CFA","Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coqs-et-poussins-886578"
"1765136595-35","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poulet de chair","2 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-885789"
"1765136595-36","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapin nain noir adulte","10 000CFA","Médina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-noir-adulte-878312"
"1765136595-37","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Femelle GDF 4 mois","70 000CFA","Médina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-gdf-4-mois-862099"
"1765136595-38","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Race bleu d' hollande","800CFA","Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/race-bleu-d-hollande-858710"
"1765136595-39","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Coq et poussins bleus","15 000CFA","Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-et-poussins-bleus-855420"
"1765136595-40","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapin Buchka","7 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-buchka-848961"
"1765136595-41","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Coqs Brahmane","5 000CFA","Thies Ouest, Thiès, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coqs-brahmane-841858"
"1765136595-42","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poulet de chair","2 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-798654"
"1765136595-43","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapins","40 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-774940"
"1765136595-44","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapin géant","70 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-geant-761183"
"1765136595-45","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapins et lapereaux angora Californien","Prix sur demande","Médina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-et-lapereaux-angora-californien-729715"
"1765136595-46","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Poulet de chair","3 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-729710"
"1765136595-47","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=10","Lapins et lapereaux Angora Californien","Prix sur demande","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-et-lapereaux-angora-californien-729692"
"1765137441-48","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapin - lapereaux","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-lapereaux-2297368"
"1765137441-49","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet de chair","3 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-2289615"
"1765137441-50","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet","40 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2284393"
"1765137441-51","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poules","40 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-2284382"
"1765137441-52","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Cochin","40 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-2283654"
"1765137441-53","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Cochin coucou","40 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-coucou-2283626"
"1765137441-54","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Culbita rakovni","40 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/culbita-rakovni-2270078"
"1765137441-55","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Couple bramane productrice","65 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-bramane-productrice-2263150"
"1765137441-56","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Jeunes mâles brahman","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/jeunes-males-brahman-2258568"
"1765137441-57","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poussin brahmane","12 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahmane-2257189"
"1765137441-58","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poussin brahmane","12 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahmane-2257183"
"1765137441-59","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapins","15 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-2229912"
"1765137441-60","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapins Angora française","15 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-angora-francaise-2223516"
"1765137441-61","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapin","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-2221541"
"1765137441-62","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapin","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-2221308"
"1765137441-63","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","poulet","2 500CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2218341"
"1765137441-64","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon lavande","35 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lavande-2203490"
"1765137441-65","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet mâle","2 200CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-male-2172605"
"1765137441-66","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet","3 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2132014"
"1765137441-67","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet Bleu hollandais","30 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-bleu-hollandais-2106379"
"1765137441-68","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Couple Pigeon Cravate","30 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeon-cravate-2082389"
"1765137441-69","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet","4 200CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2021584"
"1765137441-70","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulets à vendre et oeufs","2 200CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-a-vendre-et-oeufs-2002375"
"1765137441-71","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulets","3 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-2001942"
"1765137441-72","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Oie","35 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/oie-1997244"
"1765137441-73","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Couple Laor","50 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-laor-1995210"
"1765137441-74","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Couple  Laor","50 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-laor-1995183"
"1765137441-75","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeons","50 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-1995134"
"1765137441-76","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Couple Laor","50 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-laor-1995115"
"1765137441-77","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon","35 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-1992182"
"1765137441-78","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poussins  brahman colombia","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahman-colombia-1990096"
"1765137441-79","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulets de chair","2 500CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-1988804"
"1765137441-80","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Couple Brahman","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-brahman-1975396"
"1765137441-81","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poussins nés le 8 avril","650CFA","Saly, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-nes-le-8-avril-1971696"
"1765137441-82","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulets","2 400CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-1963033"
"1765137441-83","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulets","2 400CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-1963021"
"1765137441-84","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulets de chairs","2 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chairs-1934126"
"1765137441-85","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulets","2 750CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-1918730"
"1765137441-86","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapins","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-1913175"
"1765137441-87","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Orpington","30 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/orpington-1913036"
"1765137441-88","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet","3 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-1907954"
"1765137441-89","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Coq Orpitone","30 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-orpitone-1890489"
"1765137441-90","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeons King","35 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-king-1890193"
"1765137441-91","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeons Laor","40 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-laor-1890181"
"1765137441-92","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeons","30 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-1890093"
"1765137441-93","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon paon","40 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-paon-1890068"
"1765137441-94","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet de chair","2 500CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-1888745"
"1765137441-95","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeons Mondain / boulan","Prix sur demande","Louga, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-mondain-boulan-1856511"
"1765137441-96","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet de chair","3 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-1842198"
"1765137441-97","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon voyageur","13 000CFA","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-1831100"
"1765137441-98","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon voyageur","13 000CFA","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-1831098"
"1765137441-99","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Cop Brahma","40 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cop-brahma-1812172"
"1765137441-100","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet de chair","2 700CFA","Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-1804847"
"1765137441-101","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Paon indien","30 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paon-indien-1804679"
"1765137441-102","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon texan - Paon indien","60 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-texan-paon-indien-1804522"
"1765137441-103","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon texan paon indien","60 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-texan-paon-indien-1804515"
"1765137441-104","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Mâle bantam","20 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/male-bantam-1773437"
"1765137441-105","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapin Angora","25 000CFA","Thies Nord, Thiès, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-1732205"
"1765137441-106","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Coq","25 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-1723625"
"1765137441-107","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poussin Orpington","5 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-orpington-1716103"
"1765137441-108","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeons","65 000CFA","Dakar-Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-1712742"
"1765137441-109","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Coq Orpington Fauve","35 000CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-orpington-fauve-1699722"
"1765137441-110","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Paon","250 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paon-1691196"
"1765137441-111","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapin métissé","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-metisse-1687460"
"1765137441-112","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Blond Panoramin","40 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/blond-panoramin-1654385"
"1765137441-113","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poule","55 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-1645136"
"1765137441-114","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Femelle cochin bleu","30 000CFA","Les Parcelles Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-cochin-bleu-1599500"
"1765137441-115","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Oies","90 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/oies-1584132"
"1765137441-116","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Couple Cochin","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-cochin-1577201"
"1765137441-117","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet","40 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-1521236"
"1765137441-118","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Males Bantam de Pékin","15 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/males-bantam-de-pekin-1480111"
