web_scraper_order,web_scraper_start_url,name,price,location,img_url
"1765147129-138","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Canard Colvert","50 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/canard-colvert-2876451"
"1765147129-139","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Chatons","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chatons-2860327"
"1765147129-140","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Veau","250 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veau-2856538"
"1765147129-141","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Vache","550 000CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-2846588"
"1765147129-142","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Chaton Angora Turc","100 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-turc-2826620"
"1765147129-143","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Dinde d'amérique","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dinde-damerique-2735977"
"1765147129-144","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Vache","300 000CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-2709747"
"1765147129-145","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Canard","35 000CFA","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/canard-2703622"
"1765147129-146","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Olpliitone 20 jours","15 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/olpliitone-20-jours-2701057"
"1765147129-147","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Âne Arabe","850 000CFA","Kébémer, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/ane-arabe-2697117"
"1765147129-148","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Bœufs","250 000CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/bufs-2694722"
"1765147129-149","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Bœufs","350 000CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/bufs-2694720"
"1765147129-150","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Bœufs","350 000CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/bufs-2694719"
"1765147129-151","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Vaches laitières","2 000 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vaches-laitieres-2687649"
"1765147129-152","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Chèvre Bouc de race","200 000CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chevre-bouc-de-race-2675855"
"1765147129-153","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Bouc chèvre","100 000CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/bouc-chevre-2673741"
"1765147129-154","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Paon bleu","225 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paon-bleu-2663712"
"1765153208-155","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chat persan hymalayen","350 000CFA","Ngor, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-hymalayen-4002094"
"1765153208-156","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœufs","600 000CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/bufs-4001249"
"1765153208-157","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœufs","600 000CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3991901"
"1765153208-158","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chèvre","50 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chevre-3985611"
"1765153208-159","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Perruches ondulées","12 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-3968286"
"1765153208-160","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Paon","450 000CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paon-3956247"
"1765153208-161","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Dinde","35 000CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dinde-3956243"
"1765153208-162","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Poissons aquarium","7 500CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-3922652"
"1765153208-163","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Anes","500 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/anes-3916725"
"1765153208-164","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœuf","700 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/buf-3916720"
"1765153208-165","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Paons bleus","400 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paons-bleus-3916692"
"1765153208-166","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chaton Scottish Fold","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-scottish-fold-3915043"
"1765153208-167","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cailles","2 500CFA","Ziguinchor, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3905361"
"1765153208-168","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Paon","50 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paon-3901686"
"1765153208-169","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Œufs","9 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/ufs-3862604"
"1765153208-170","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cobaye mâle","16 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cobaye-male-3868453"
"1765153208-171","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Vache","65 000CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-3850590"
"1765153208-172","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœuf","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/buf-3819174"
"1765153208-173","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœuf","750 000CFA","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/buf-3817866"
"1765153208-174","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Hamster dorée","15 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-doree-3814562"
"1765153208-175","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Vache","1 000 000CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-3804681"
"1765153208-176","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Peruche ondulée","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/peruche-ondulee-3803986"
"1765153208-177","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Vache","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-3798116"
"1765153208-178","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cailles","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3797181"
"1765153208-179","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Veau","300 000CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veau-3784229"
"1765153208-180","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Hamster","15 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3780966"
"1765153208-181","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Couple Hamster","45 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-hamster-3779809"
"1765153208-182","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Veaux","200 000CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3775233"
"1765153208-183","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oiseaux exotiques","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3773129"
"1765153208-184","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Paire Oie","130 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paire-oie-3763969"
"1765153208-185","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Canard","Prix sur demande","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/canard-3761752"
"1765153208-186","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Sacs de foin - Ngogne","5 000CFA","Saint Louis, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/sacs-de-foin-ngogne-3747916"
"1765153208-187","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Couple cochons d'inde","25 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-cochons-dinde-3738425"
"1765153208-188","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Vache","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-3734952"
"1765153208-189","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oie","65 000CFA","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oie-3719072"
"1765153208-190","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Perruches ondulées","12 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-3693176"
"1765153208-191","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Boeuf","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3691179"
"1765153208-192","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Hamster","15 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3689324"
"1765153208-193","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Paire colverts de Rouen","15 000CFA","Mboro, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paire-colverts-de-rouen-3686752"
"1765153208-194","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chaton Angora","160 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-3681874"
"1765153208-195","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Caille","2 000CFA","Sicap foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/caille-3679001"
"1765153208-196","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Perroquet grand Haras","Prix sur demande","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-grand-haras-3672216"
"1765153208-197","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chaton siamois","375 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-3671821"
"1765153208-198","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Boeufs","900 000CFA","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeufs-3651241"
"1765153208-199","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oie géant","450 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oie-geant-3646953"
"1765153208-200","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Boeuf","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3645463"
"1765153208-201","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Boeuf","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3645462"
"1765153208-202","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chaton Angora","130 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-3634435"
"1765153208-203","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Hamster","15 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3615764"
"1765153208-204","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cochons","15 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cochons-3614166"
"1765153208-205","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Taurillon laitier","1 000 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taurillon-laitier-3613432"
"1765153208-206","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chatons","400 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chatons-3613416"
"1765153208-207","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Caille","8 000CFA","Kaolack, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/caille-3607957"
"1765153208-208","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Poussin caille","500CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poussin-caille-3576048"
"1765153208-209","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Dinde mâle","20 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dinde-male-3575899"
"1765153208-210","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Poussins  d’oies","35 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poussins-doies-3569402"
"1765153208-211","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cheval","500 000CFA","Saint Louis, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3569117"
"1765153208-212","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœufs","900 000CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3544114"
"1765153208-213","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Jeune cheval","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/jeune-cheval-3526170"
"1765153208-214","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Hamsters","15 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamsters-3525591"
"1765153208-215","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bouc Espagnol","150 000CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/bouc-espagnol-3523752"
"1765153208-216","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cochon dinde","45 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520084"
"1765153208-217","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cochon dinde","45 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520078"
"1765153208-218","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cochon dinde","45 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520065"
"1765153208-219","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cheval","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3515231"
"1765153208-220","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chat persan chinchilla","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-3515163"
"1765153208-221","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœufs","300 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3509381"
"1765153208-222","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Hamster","15 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3502571"
"1765153208-223","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Paon","350 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paon-3500261"
"1765153208-224","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oies de toulouse","20 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-toulouse-3496368"
"1765153208-225","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœuf","900 000CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/buf-3492877"
"1765153208-226","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Dindes","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dindes-3474757"
"1765153208-227","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chaton siamois","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-3450631"
"1765153208-228","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœufs","Prix sur demande","Louga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3448056"
"1765153208-229","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Couple dinde rouge","90 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-rouge-3425196"
"1765153208-230","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Canards","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/canards-3422543"
"1765153208-231","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Paire d'oie","100 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paire-doie-3418166"
"1765153208-232","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oies de toulouse","450 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-toulouse-3413662"
"1765153208-233","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cailles","2 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3405018"
"1765153208-234","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Perruches","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-3395087"
"1765153208-235","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Trio de paon bleu","450 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/trio-de-paon-bleu-3389732"
"1765153208-236","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Paon bleu adulte","300 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paon-bleu-adulte-3372722"
"1765153208-237","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cailles","1 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3371486"
"1765153208-238","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœuf","500 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/buf-3369906"
"1765154393-239","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Persan","400 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4569529"
"1765154393-240","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeuf","600 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4568012"
"1765154393-241","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cochons d'inde","20 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cochons-dinde-4555313"
"1765154393-242","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Scotish Fold","750 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-scotish-fold-4540889"
"1765154393-243","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Persan","400 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4540876"
"1765154393-244","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœuf","Prix sur demande","Diamalaye 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/buf-4534540"
"1765154393-245","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poissons aquarium","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-4534116"
"1765154393-246","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chatons Serval","1 500 000CFA","Saint Louis, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chatons-serval-4517799"
"1765154393-247","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Couple dinde","40 000CFA","Kolda, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-4506000"
"1765154393-248","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cochons","20 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cochons-4503064"
"1765154393-249","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cochons","20 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cochons-4503058"
"1765154393-250","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Pintade","75 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/pintade-4465594"
"1765154393-251","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruche Anglaise","40 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruche-anglaise-4456172"
"1765154393-252","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches ondulées","15 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4456156"
"1765154393-253","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cailles","1 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cailles-4454743"
"1765154393-254","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruche ondulée","7 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruche-ondulee-4452994"
"1765154393-255","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paon","250 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paon-4451044"
"1765154393-256","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paon","65 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paon-4435457"
"1765154393-257","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Pintade","7 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/pintade-4412768"
"1765154393-258","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquet","50 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4411374"
"1765154393-259","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies de Toulouse","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-toulouse-4409000"
"1765154393-260","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dindes","30 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dindes-4408804"
"1765154393-261","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Pintades","40 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/pintades-4408799"
"1765154393-262","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Veaux","450 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veaux-4407653"
"1765154393-263","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chèvre","80 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chevre-4387674"
"1765154393-264","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat Persan","650 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-4386249"
"1765154393-265","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dinde rouge pair","35 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dinde-rouge-pair-4381112"
"1765154393-266","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœuf","450 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/buf-4379382"
"1765154393-267","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4365267"
"1765154393-268","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Taureau","320 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taureau-4335558"
"1765154393-269","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Gimalayen Siamois","250 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-gimalayen-siamois-4333502"
"1765154393-270","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches ondulées","20 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4331659"
"1765154393-271","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquets","60 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquets-4331654"
"1765154393-272","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cailles de chair","500CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cailles-de-chair-4327166"
"1765154393-273","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poussins d'autruche","50 000CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poussins-dautruche-4292496"
"1765154393-274","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat tigré","60 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-tigre-4290090"
"1765154393-275","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat tigré","60 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-tigre-4290086"
"1765154393-276","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Canard","30 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/canard-4251761"
"1765154393-277","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Autruche","40 000CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/autruche-4274068"
